freq,duration,isced11,age,sex,unit,geo,time,value,freq_label,duration_label,isced11_label,age_label,sex_label,unit_label,geo_label,time_label
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2018,72.0,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2018
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2019,72.5,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2019
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2020,69.8,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2020
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2021,70.4,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2021
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2022,76.3,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2022
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2023,77.8,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2023
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2024,76.8,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2024
A,TOTAL,TOTAL,Y18-34,M,PC,EL,2025,76.5,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Males,Percentage,Greece,2025
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2014,48.9,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2014
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2015,51.4,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2015
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2016,50.4,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2016
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2017,51.8,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2017
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2018,53.7,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2018
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2019,57.2,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2019
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2020,57.1,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2020
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2021,55.2,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2021
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2022,62.1,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2022
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2023,63.8,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2023
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2024,65.3,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2024
A,TOTAL,TOTAL,Y18-34,F,PC,EL,2025,66.0,Annual,Total,All ISCED 2011 levels,From 18 to 34 years,Females,Percentage,Greece,2025
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2014,56.3,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2014
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2015,59.1,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2015
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2016,60.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2016
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2017,62.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2017
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2018,64.6,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2018
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2019,66.5,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2019
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2020,65.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2020
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2021,64.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2021
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2022,70.8,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2022
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2023,72.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2023
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2024,72.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2024
A,TOTAL,TOTAL,Y20-34,T,PC,EL,2025,72.6,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Total,Percentage,Greece,2025
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2014,62.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2014
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2015,65.3,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2015
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2016,68.8,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2016
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2017,70.9,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2017
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2018,73.8,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2018
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2019,74.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2019
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2020,71.5,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2020
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2021,71.9,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2021
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2022,78.0,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2022
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2023,79.5,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2023
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2024,77.8,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2024
A,TOTAL,TOTAL,Y20-34,M,PC,EL,2025,77.6,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Males,Percentage,Greece,2025
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2014,50.0,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2014
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2015,52.5,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2015
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2016,51.5,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2016
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2017,53.2,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2017
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2018,54.9,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2018
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2019,58.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2019
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2020,58.6,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2020
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2021,55.6,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2021
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2022,62.9,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2022
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2023,64.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2023
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2024,66.4,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2024
A,TOTAL,TOTAL,Y20-34,F,PC,EL,2025,66.9,Annual,Total,All ISCED 2011 levels,From 20 to 34 years,Females,Percentage,Greece,2025
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2014,50.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2014
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2015,54.1,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2015
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2016,54.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2016
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2017,56.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2017
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2018,58.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2018
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2019,59.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2019
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2020,58.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2020
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2021,57.0,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2021
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2022,63.4,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2022
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2023,66.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2023
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2024,66.4,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2024
A,TOTAL,ED0-4,Y15-34,T,PC,EL,2025,66.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Total,Percentage,Greece,2025
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2014,58.9,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2014
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2015,62.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2015
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2016,64.3,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2016
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2017,66.3,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2017
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2018,68.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2018
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2019,68.4,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2019
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2020,66.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2020
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2021,67.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2021
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2022,73.3,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2022
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2023,76.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2023
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2024,74.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2024
A,TOTAL,ED0-4,Y15-34,M,PC,EL,2025,76.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Males,Percentage,Greece,2025
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2014,40.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2014
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2015,43.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2015
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2016,41.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2016
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2017,42.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2017
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2018,44.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2018
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2019,47.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2019
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2020,47.4,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2020
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2021,41.5,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2021
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2022,49.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2022
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2023,52.1,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2023
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2024,55.0,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2024
A,TOTAL,ED0-4,Y15-34,F,PC,EL,2025,51.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 15 to 34 years,Females,Percentage,Greece,2025
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2014,51.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2014
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2015,54.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2015
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2016,55.0,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2016
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2017,56.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2017
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2018,59.1,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2018
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2019,60.1,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2019
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2020,58.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2020
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2021,57.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2021
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2022,63.7,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2022
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2023,66.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2023
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2024,66.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2024
A,TOTAL,ED0-4,Y18-34,T,PC,EL,2025,66.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Total,Percentage,Greece,2025
A,TOTAL,ED0-4,Y18-34,M,PC,EL,2014,59.2,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Males,Percentage,Greece,2014
A,TOTAL,ED0-4,Y18-34,M,PC,EL,2015,62.6,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Males,Percentage,Greece,2015
A,TOTAL,ED0-4,Y18-34,M,PC,EL,2016,64.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Males,Percentage,Greece,2016
A,TOTAL,ED0-4,Y18-34,M,PC,EL,2017,66.8,Annual,Total,"Less than primary, primary, secondary and post-secondary non-tertiary education (levels 0-4)",From 18 to 34 years,Males,Percentage,Greece,2017
